model,window_days,threshold,precision,recall
arima,1,3.333229300211959e-09,0.019474196689386564,0.9090909090909091
arima,1,3.362571400142289e-09,0.01949317738791423,0.9090909090909091
arima,1,3.364613800245497e-09,0.01951219512195122,0.9090909090909091
arima,1,3.423607999528122e-09,0.01953125,0.9090909090909091
arima,1,3.426193300425095e-09,0.019550342130987292,0.9090909090909091
arima,1,3.4908881002895797e-09,0.019569471624266144,0.9090909090909091
arima,1,3.5547301994315324e-09,0.019588638589618023,0.9090909090909091
arima,1,3.5905423001122982e-09,0.0196078431372549,0.9090909090909091
arima,1,3.6071420000255427e-09,0.019627085377821395,0.9090909090909091
arima,1,3.616890499776037e-09,0.019646365422396856,0.9090909090909091
arima,1,3.625157799815037e-09,0.01966568338249754,0.9090909090909091
arima,1,3.6384845995482414e-09,0.01968503937007874,0.9090909090909091
arima,1,3.6489585996876675e-09,0.019704433497536946,0.9090909090909091
arima,1,3.676577000309711e-09,0.01972386587771203,0.9090909090909091
arima,1,3.679288600351438e-09,0.019743336623889437,0.9090909090909091
arima,1,3.703499200022331e-09,0.019762845849802372,0.9090909090909091
arima,1,3.7514741998631584e-09,0.019782393669634024,0.9090909090909091
arima,1,3.814397699607175e-09,0.019801980198019802,0.9090909090909091
arima,1,3.825520900058166e-09,0.019821605550049554,0.9090909090909091
arima,1,3.872819800097849e-09,0.01984126984126984,0.9090909090909091
arima,1,3.941276300115093e-09,0.019860973187686197,0.9090909090909091
arima,1,3.943519399918216e-09,0.019880715705765408,0.9090909090909091
arima,1,3.9518706996047315e-09,0.01990049751243781,0.9090909090909091
arima,1,3.968147499824881e-09,0.0199203187250996,0.9090909090909091
arima,1,3.968661599872136e-09,0.019940179461615155,0.9090909090909091
arima,1,3.9741131999809776e-09,0.01996007984031936,0.9090909090909091
arima,1,3.9765992998486155e-09,0.01998001998001998,0.9090909090909091
arima,1,4.0228969998973305e-09,0.02,0.9090909090909091
arima,1,4.047881399862896e-09,0.02002002002002002,0.9090909090909091
arima,1,4.052744399622721e-09,0.02004008016032064,0.9090909090909091
arima,1,4.061246799795526e-09,0.020060180541624874,0.9090909090909091
arima,1,4.152086599887306e-09,0.020080321285140562,0.9090909090909091
arima,1,4.174025599983089e-09,0.020100502512562814,0.9090909090909091
